label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
rebar,432,1806,96,104,IMG_4928.jpg,3024,4032
rebar,611,1722,111,78,IMG_4928.jpg,3024,4032
rebar,690,1591,91,91,IMG_4928.jpg,3024,4032
rebar,723,1321,122,95,IMG_4928.jpg,3024,4032
rebar,853,1294,97,96,IMG_4928.jpg,3024,4032
rebar,853,1419,79,102,IMG_4928.jpg,3024,4032
rebar,960,1388,104,78,IMG_4928.jpg,3024,4032
rebar,1061,1323,89,91,IMG_4928.jpg,3024,4032
rebar,929,1538,62,98,IMG_4928.jpg,3024,4032
rebar,796,1592,97,80,IMG_4928.jpg,3024,4032
rebar,766,1706,83,92,IMG_4928.jpg,3024,4032
rebar,552,1846,111,79,IMG_4928.jpg,3024,4032
rebar,436,1939,105,83,IMG_4928.jpg,3024,4032
rebar,544,2013,87,86,IMG_4928.jpg,3024,4032
rebar,440,2085,96,89,IMG_4928.jpg,3024,4032
rebar,394,2179,92,75,IMG_4928.jpg,3024,4032
rebar,336,2346,105,82,IMG_4928.jpg,3024,4032
rebar,327,2434,83,80,IMG_4928.jpg,3024,4032
rebar,491,2318,89,93,IMG_4928.jpg,3024,4032
rebar,531,2189,91,95,IMG_4928.jpg,3024,4032
rebar,607,2113,97,79,IMG_4928.jpg,3024,4032
rebar,706,2053,92,79,IMG_4928.jpg,3024,4032
rebar,633,1968,63,96,IMG_4928.jpg,3024,4032
rebar,695,1911,93,86,IMG_4928.jpg,3024,4032
rebar,793,1828,98,88,IMG_4928.jpg,3024,4032
rebar,915,1794,92,87,IMG_4928.jpg,3024,4032
rebar,879,1679,91,88,IMG_4928.jpg,3024,4032
rebar,622,2298,91,87,IMG_4928.jpg,3024,4032
rebar,500,2445,104,86,IMG_4928.jpg,3024,4032
rebar,614,2424,93,91,IMG_4928.jpg,3024,4032
rebar,620,2517,84,47,IMG_4928.jpg,3024,4032
rebar,570,2581,86,83,IMG_4928.jpg,3024,4032
rebar,509,2530,75,61,IMG_4928.jpg,3024,4032
rebar,443,2666,96,89,IMG_4928.jpg,3024,4032
rebar,517,2769,89,87,IMG_4928.jpg,3024,4032
rebar,552,2903,113,73,IMG_4928.jpg,3024,4032
rebar,679,2909,95,79,IMG_4928.jpg,3024,4032
rebar,792,2920,88,82,IMG_4928.jpg,3024,4032
rebar,886,2967,111,74,IMG_4928.jpg,3024,4032
rebar,920,2817,97,76,IMG_4928.jpg,3024,4032
rebar,1055,2941,92,83,IMG_4928.jpg,3024,4032
rebar,668,2600,113,73,IMG_4928.jpg,3024,4032
rebar,701,2760,82,74,IMG_4928.jpg,3024,4032
rebar,819,2760,82,73,IMG_4928.jpg,3024,4032
rebar,871,2691,83,91,IMG_4928.jpg,3024,4032
rebar,934,2621,78,78,IMG_4928.jpg,3024,4032
rebar,846,2556,80,86,IMG_4928.jpg,3024,4032
rebar,779,2635,78,75,IMG_4928.jpg,3024,4032
rebar,749,2416,82,79,IMG_4928.jpg,3024,4032
rebar,741,2253,106,62,IMG_4928.jpg,3024,4032
rebar,734,2151,93,88,IMG_4928.jpg,3024,4032
rebar,823,2125,92,86,IMG_4928.jpg,3024,4032
rebar,844,2289,96,79,IMG_4928.jpg,3024,4032
rebar,855,2405,102,95,IMG_4928.jpg,3024,4032
rebar,963,2498,102,74,IMG_4928.jpg,3024,4032
rebar,1004,2744,80,88,IMG_4928.jpg,3024,4032
rebar,814,2009,108,86,IMG_4928.jpg,3024,4032
rebar,903,1897,91,86,IMG_4928.jpg,3024,4032
rebar,1007,1842,106,95,IMG_4928.jpg,3024,4032
rebar,1028,1696,114,97,IMG_4928.jpg,3024,4032
rebar,1008,1561,111,87,IMG_4928.jpg,3024,4032
rebar,919,1158,108,98,IMG_4928.jpg,3024,4032
rebar,1035,1183,108,108,IMG_4928.jpg,3024,4032
rebar,1118,1101,105,101,IMG_4928.jpg,3024,4032
rebar,1080,954,118,106,IMG_4928.jpg,3024,4032
rebar,1244,998,88,109,IMG_4928.jpg,3024,4032
rebar,1349,1039,89,97,IMG_4928.jpg,3024,4032
rebar,1161,1229,106,98,IMG_4928.jpg,3024,4032
rebar,1292,1176,101,88,IMG_4928.jpg,3024,4032
rebar,1412,1139,92,109,IMG_4928.jpg,3024,4032
rebar,1523,1016,89,111,IMG_4928.jpg,3024,4032
rebar,1170,1363,97,104,IMG_4928.jpg,3024,4032
rebar,1157,1511,95,95,IMG_4928.jpg,3024,4032
rebar,1149,1641,106,86,IMG_4928.jpg,3024,4032
rebar,1118,1787,83,89,IMG_4928.jpg,3024,4032
rebar,1227,1783,97,88,IMG_4928.jpg,3024,4032
rebar,1266,1632,105,97,IMG_4928.jpg,3024,4032
rebar,1266,1529,102,93,IMG_4928.jpg,3024,4032
rebar,1288,1406,100,106,IMG_4928.jpg,3024,4032
rebar,1276,1292,97,91,IMG_4928.jpg,3024,4032
rebar,1392,1262,102,110,IMG_4928.jpg,3024,4032
rebar,1520,1206,102,109,IMG_4928.jpg,3024,4032
rebar,1653,1160,104,95,IMG_4928.jpg,3024,4032
rebar,1631,1293,87,109,IMG_4928.jpg,3024,4032
rebar,1514,1354,105,86,IMG_4928.jpg,3024,4032
rebar,1405,1410,97,101,IMG_4928.jpg,3024,4032
