label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
rebar,620,520,23,19,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,641,494,19,20,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,665,481,24,21,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,687,452,21,20,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,686,415,21,28,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,654,427,26,24,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,637,459,24,20,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,610,476,28,24,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,582,494,27,22,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,573,474,27,22,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,595,455,26,23,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,619,434,24,29,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,634,399,27,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,692,384,22,23,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,664,391,23,20,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,674,363,24,25,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,651,362,22,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,674,325,24,25,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,684,296,24,25,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,677,263,28,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,663,235,25,25,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,634,242,27,28,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,644,284,23,22,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,652,309,25,24,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,634,334,26,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,614,370,26,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,603,397,27,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,591,424,27,25,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,545,473,25,30,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,542,443,28,28,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,556,401,26,28,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,532,415,30,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,510,430,27,31,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,519,466,26,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,479,478,29,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,446,473,28,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,397,468,29,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,426,445,29,24,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,457,432,26,25,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,367,465,28,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,400,424,25,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,429,415,28,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,451,391,30,28,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,486,419,25,24,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,492,387,26,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,529,386,27,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,332,464,27,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,287,443,30,26,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,340,420,22,23,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,374,425,20,22,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,387,391,27,23,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,426,386,20,22,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,309,409,25,24,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,317,383,30,23,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,306,348,30,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,278,363,25,30,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,273,398,25,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,358,380,27,27,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,381,360,26,23,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,411,356,25,21,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,441,360,29,21,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,474,365,26,20,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,508,361,29,21,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,358,336,33,23,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,397,330,23,20,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
rebar,428,334,26,22,WhatsApp Image 2025-07-29 at 10.06.34 (2).jpeg,1280,960
