label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
rebar,1490,1880,88,86,IMG_4926.jpg,3024,4032
rebar,1642,1866,96,88,IMG_4926.jpg,3024,4032
rebar,1738,1958,92,100,IMG_4926.jpg,3024,4032
rebar,1571,1965,96,93,IMG_4926.jpg,3024,4032
rebar,1608,2110,93,102,IMG_4926.jpg,3024,4032
rebar,1616,2237,108,102,IMG_4926.jpg,3024,4032
rebar,1747,2210,102,95,IMG_4926.jpg,3024,4032
rebar,1761,2095,101,95,IMG_4926.jpg,3024,4032
rebar,1498,2165,98,106,IMG_4926.jpg,3024,4032
rebar,1363,2187,109,87,IMG_4926.jpg,3024,4032
rebar,1428,2028,80,88,IMG_4926.jpg,3024,4032
rebar,1322,2004,101,100,IMG_4926.jpg,3024,4032
rebar,1353,1858,88,101,IMG_4926.jpg,3024,4032
rebar,1393,1754,98,100,IMG_4926.jpg,3024,4032
rebar,1519,1722,117,92,IMG_4926.jpg,3024,4032
rebar,1651,1755,108,92,IMG_4926.jpg,3024,4032
rebar,1269,1732,105,96,IMG_4926.jpg,3024,4032
rebar,1217,1829,83,95,IMG_4926.jpg,3024,4032
rebar,1196,1950,105,87,IMG_4926.jpg,3024,4032
rebar,1102,1845,101,105,IMG_4926.jpg,3024,4032
rebar,1074,2018,109,96,IMG_4926.jpg,3024,4032
rebar,1130,2145,108,97,IMG_4926.jpg,3024,4032
rebar,1286,2270,88,97,IMG_4926.jpg,3024,4032
rebar,967,1950,100,108,IMG_4926.jpg,3024,4032
rebar,967,2064,101,87,IMG_4926.jpg,3024,4032
rebar,1002,2161,111,84,IMG_4926.jpg,3024,4032
rebar,1069,2297,106,96,IMG_4926.jpg,3024,4032
rebar,909,2131,76,97,IMG_4926.jpg,3024,4032
rebar,1444,762,124,89,IMG_4926.jpg,3024,4032
rebar,1585,710,93,120,IMG_4926.jpg,3024,4032
rebar,1714,731,104,109,IMG_4926.jpg,3024,4032
rebar,1668,846,106,102,IMG_4926.jpg,3024,4032
rebar,1301,757,117,126,IMG_4926.jpg,3024,4032
rebar,1362,920,114,120,IMG_4926.jpg,3024,4032
rebar,1484,924,87,105,IMG_4926.jpg,3024,4032
rebar,1585,978,101,131,IMG_4926.jpg,3024,4032
rebar,1476,1046,100,127,IMG_4926.jpg,3024,4032
rebar,1747,983,114,114,IMG_4926.jpg,3024,4032
rebar,1834,803,111,126,IMG_4926.jpg,3024,4032
rebar,1885,933,120,115,IMG_4926.jpg,3024,4032
rebar,2008,1000,113,109,IMG_4926.jpg,3024,4032
rebar,1907,1100,111,106,IMG_4926.jpg,3024,4032
rebar,1756,1105,114,108,IMG_4926.jpg,3024,4032
rebar,1644,1117,106,122,IMG_4926.jpg,3024,4032
rebar,1302,1042,118,131,IMG_4926.jpg,3024,4032
rebar,1194,931,117,123,IMG_4926.jpg,3024,4032
rebar,1151,1056,122,102,IMG_4926.jpg,3024,4032
rebar,977,1016,136,117,IMG_4926.jpg,3024,4032
rebar,2095,1220,111,104,IMG_4926.jpg,3024,4032
rebar,2156,1332,113,122,IMG_4926.jpg,3024,4032
rebar,2005,1360,100,101,IMG_4926.jpg,3024,4032
rebar,1951,1231,123,105,IMG_4926.jpg,3024,4032
rebar,1817,1227,119,106,IMG_4926.jpg,3024,4032
rebar,1874,1336,119,120,IMG_4926.jpg,3024,4032
rebar,1743,1347,109,104,IMG_4926.jpg,3024,4032
rebar,1677,1270,102,118,IMG_4926.jpg,3024,4032
rebar,1640,1406,110,132,IMG_4926.jpg,3024,4032
rebar,1729,1504,104,110,IMG_4926.jpg,3024,4032
rebar,1542,1286,122,104,IMG_4926.jpg,3024,4032
rebar,1398,1223,111,109,IMG_4926.jpg,3024,4032
rebar,1092,1170,115,122,IMG_4926.jpg,3024,4032
rebar,1230,1194,118,95,IMG_4926.jpg,3024,4032
rebar,1292,1292,126,127,IMG_4926.jpg,3024,4032
rebar,1428,1340,104,117,IMG_4926.jpg,3024,4032
rebar,1343,1445,113,133,IMG_4926.jpg,3024,4032
rebar,1502,1464,111,130,IMG_4926.jpg,3024,4032
rebar,1420,1582,119,104,IMG_4926.jpg,3024,4032
rebar,951,1171,122,114,IMG_4926.jpg,3024,4032
rebar,995,1311,126,104,IMG_4926.jpg,3024,4032
rebar,874,1241,115,131,IMG_4926.jpg,3024,4032
rebar,877,1372,127,135,IMG_4926.jpg,3024,4032
rebar,1012,1420,128,124,IMG_4926.jpg,3024,4032
rebar,727,1343,139,132,IMG_4926.jpg,3024,4032
rebar,1155,1323,115,120,IMG_4926.jpg,3024,4032
rebar,1210,1454,115,100,IMG_4926.jpg,3024,4032
rebar,1160,1578,111,131,IMG_4926.jpg,3024,4032
rebar,1282,1590,122,113,IMG_4926.jpg,3024,4032
rebar,1039,1566,108,114,IMG_4926.jpg,3024,4032
rebar,1069,1682,117,120,IMG_4926.jpg,3024,4032
rebar,933,1665,127,118,IMG_4926.jpg,3024,4032
rebar,902,1538,122,120,IMG_4926.jpg,3024,4032
rebar,765,1559,117,115,IMG_4926.jpg,3024,4032
rebar,612,1465,120,118,IMG_4926.jpg,3024,4032
rebar,692,1666,124,123,IMG_4926.jpg,3024,4032
rebar,750,1781,117,114,IMG_4926.jpg,3024,4032
rebar,677,1869,126,109,IMG_4926.jpg,3024,4032
rebar,932,1803,114,109,IMG_4926.jpg,3024,4032
rebar,541,1661,122,115,IMG_4926.jpg,3024,4032
rebar,589,1796,97,117,IMG_4926.jpg,3024,4032
rebar,487,1715,92,118,IMG_4926.jpg,3024,4032
rebar,421,1864,118,105,IMG_4926.jpg,3024,4032
rebar,576,1888,104,88,IMG_4926.jpg,3024,4032
rebar,683,1963,115,100,IMG_4926.jpg,3024,4032
rebar,826,1906,110,102,IMG_4926.jpg,3024,4032
rebar,831,2018,126,128,IMG_4926.jpg,3024,4032
rebar,521,1993,108,100,IMG_4926.jpg,3024,4032
rebar,351,1977,128,114,IMG_4926.jpg,3024,4032
rebar,747,2187,106,96,IMG_4926.jpg,3024,4032
rebar,625,2096,108,108,IMG_4926.jpg,3024,4032
rebar,504,2114,105,111,IMG_4926.jpg,3024,4032
rebar,389,2105,96,105,IMG_4926.jpg,3024,4032
rebar,469,2235,115,82,IMG_4926.jpg,3024,4032
rebar,342,2200,114,104,IMG_4926.jpg,3024,4032
rebar,604,2228,120,98,IMG_4926.jpg,3024,4032
rebar,670,2311,126,108,IMG_4926.jpg,3024,4032
rebar,515,2362,118,95,IMG_4926.jpg,3024,4032
rebar,406,2310,95,93,IMG_4926.jpg,3024,4032
rebar,240,2357,111,110,IMG_4926.jpg,3024,4032
rebar,302,2451,119,100,IMG_4926.jpg,3024,4032
rebar,497,2459,106,97,IMG_4926.jpg,3024,4032
rebar,643,2421,101,102,IMG_4926.jpg,3024,4032
rebar,861,2358,109,98,IMG_4926.jpg,3024,4032
rebar,815,2425,104,82,IMG_4926.jpg,3024,4032
rebar,754,2591,111,96,IMG_4926.jpg,3024,4032
rebar,573,2598,91,96,IMG_4926.jpg,3024,4032
rebar,445,2592,111,92,IMG_4926.jpg,3024,4032
rebar,368,2683,101,93,IMG_4926.jpg,3024,4032
rebar,235,2627,110,98,IMG_4926.jpg,3024,4032
rebar,311,2727,100,73,IMG_4926.jpg,3024,4032
rebar,425,2776,108,82,IMG_4926.jpg,3024,4032
rebar,486,2708,118,97,IMG_4926.jpg,3024,4032
rebar,336,2914,100,101,IMG_4926.jpg,3024,4032
rebar,605,2723,95,95,IMG_4926.jpg,3024,4032
rebar,662,2688,109,91,IMG_4926.jpg,3024,4032
rebar,801,2678,98,102,IMG_4926.jpg,3024,4032
rebar,902,2521,113,84,IMG_4926.jpg,3024,4032
rebar,920,2459,126,95,IMG_4926.jpg,3024,4032
rebar,463,2966,97,114,IMG_4926.jpg,3024,4032
rebar,486,3117,101,96,IMG_4926.jpg,3024,4032
rebar,573,2995,96,97,IMG_4926.jpg,3024,4032
rebar,541,2885,106,89,IMG_4926.jpg,3024,4032
rebar,616,3086,109,82,IMG_4926.jpg,3024,4032
rebar,682,3028,98,86,IMG_4926.jpg,3024,4032
rebar,735,3148,101,87,IMG_4926.jpg,3024,4032
rebar,853,3161,91,82,IMG_4926.jpg,3024,4032
rebar,675,2872,96,84,IMG_4926.jpg,3024,4032
rebar,785,2823,93,98,IMG_4926.jpg,3024,4032
rebar,802,2954,105,93,IMG_4926.jpg,3024,4032
rebar,876,3063,92,82,IMG_4926.jpg,3024,4032
rebar,1000,3125,93,91,IMG_4926.jpg,3024,4032
rebar,912,2677,110,96,IMG_4926.jpg,3024,4032
rebar,956,2788,101,102,IMG_4926.jpg,3024,4032
rebar,923,2894,102,101,IMG_4926.jpg,3024,4032
rebar,990,2978,100,104,IMG_4926.jpg,3024,4032
rebar,1090,2943,101,86,IMG_4926.jpg,3024,4032
rebar,1081,2826,109,75,IMG_4926.jpg,3024,4032
rebar,1073,2765,111,79,IMG_4926.jpg,3024,4032
rebar,1122,3068,114,97,IMG_4926.jpg,3024,4032
rebar,1200,3010,104,93,IMG_4926.jpg,3024,4032
rebar,1313,3239,101,98,IMG_4926.jpg,3024,4032
rebar,1422,3130,108,87,IMG_4926.jpg,3024,4032
rebar,1320,3015,110,93,IMG_4926.jpg,3024,4032
rebar,1243,2890,120,108,IMG_4926.jpg,3024,4032
rebar,1217,2798,101,97,IMG_4926.jpg,3024,4032
rebar,1446,3019,98,98,IMG_4926.jpg,3024,4032
rebar,1554,3035,108,87,IMG_4926.jpg,3024,4032
rebar,1504,2898,111,95,IMG_4926.jpg,3024,4032
rebar,1385,2879,92,91,IMG_4926.jpg,3024,4032
rebar,1332,2776,84,91,IMG_4926.jpg,3024,4032
rebar,1046,2544,92,113,IMG_4926.jpg,3024,4032
rebar,1140,2521,109,87,IMG_4926.jpg,3024,4032
rebar,1194,2638,113,88,IMG_4926.jpg,3024,4032
rebar,1323,2623,97,87,IMG_4926.jpg,3024,4032
rebar,1269,2512,100,91,IMG_4926.jpg,3024,4032
rebar,1346,2436,104,88,IMG_4926.jpg,3024,4032
rebar,1217,2414,113,100,IMG_4926.jpg,3024,4032
rebar,1063,2395,98,76,IMG_4926.jpg,3024,4032
rebar,1447,2715,93,92,IMG_4926.jpg,3024,4032
rebar,1565,2749,87,91,IMG_4926.jpg,3024,4032
rebar,1620,2656,86,79,IMG_4926.jpg,3024,4032
rebar,1613,2839,104,91,IMG_4926.jpg,3024,4032
rebar,1679,2950,105,87,IMG_4926.jpg,3024,4032
rebar,1862,2949,104,104,IMG_4926.jpg,3024,4032
rebar,1760,2844,84,84,IMG_4926.jpg,3024,4032
rebar,1696,2767,86,100,IMG_4926.jpg,3024,4032
rebar,1821,2684,88,84,IMG_4926.jpg,3024,4032
rebar,1469,2595,86,80,IMG_4926.jpg,3024,4032
rebar,1425,2511,84,108,IMG_4926.jpg,3024,4032
rebar,1520,2469,104,88,IMG_4926.jpg,3024,4032
rebar,1515,2366,89,96,IMG_4926.jpg,3024,4032
rebar,1393,2341,105,89,IMG_4926.jpg,3024,4032
rebar,1618,2388,96,102,IMG_4926.jpg,3024,4032
