label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
rebar,411,364,16,19,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,310,227,18,13,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,319,247,17,18,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,340,254,20,15,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,336,232,18,11,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,357,224,17,13,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,384,210,15,15,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,414,206,14,17,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,437,218,16,19,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,457,226,15,18,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,476,236,18,19,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,458,251,14,17,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,480,272,17,15,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,442,237,15,18,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,404,230,17,15,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,420,250,18,14,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,438,263,19,15,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,456,278,19,13,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,479,293,17,17,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,456,296,19,17,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
rebar,480,315,15,19,WhatsApp Image 2025-07-29 at 10.06.35.jpeg,1280,960
