label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
rebar,1535,1657,100,98,IMG_4576.jpg,4032,3024
rebar,1640,1545,92,104,IMG_4576.jpg,4032,3024
rebar,1712,1458,100,92,IMG_4576.jpg,4032,3024
rebar,1815,1367,95,100,IMG_4576.jpg,4032,3024
rebar,1884,1298,102,78,IMG_4576.jpg,4032,3024
rebar,2003,1231,119,109,IMG_4576.jpg,4032,3024
rebar,2060,1145,98,100,IMG_4576.jpg,4032,3024
rebar,1939,1138,98,95,IMG_4576.jpg,4032,3024
rebar,2058,992,91,109,IMG_4576.jpg,4032,3024
rebar,1958,896,110,118,IMG_4576.jpg,4032,3024
rebar,1900,1008,104,100,IMG_4576.jpg,4032,3024
rebar,1785,927,106,124,IMG_4576.jpg,4032,3024
rebar,1780,1053,103,103,IMG_4576.jpg,4032,3024
rebar,1815,1168,109,98,IMG_4576.jpg,4032,3024
rebar,1752,1268,97,92,IMG_4576.jpg,4032,3024
rebar,1663,1345,96,119,IMG_4576.jpg,4032,3024
rebar,1443,1630,90,88,IMG_4576.jpg,4032,3024
rebar,1448,1514,112,110,IMG_4576.jpg,4032,3024
rebar,1567,1437,96,86,IMG_4576.jpg,4032,3024
rebar,1324,1545,103,100,IMG_4576.jpg,4032,3024
rebar,1526,1334,117,90,IMG_4576.jpg,4032,3024
rebar,1418,1394,94,109,IMG_4576.jpg,4032,3024
rebar,1298,1413,107,110,IMG_4576.jpg,4032,3024
rebar,1207,1512,103,110,IMG_4576.jpg,4032,3024
rebar,1084,1482,102,104,IMG_4576.jpg,4032,3024
rebar,1180,1381,92,106,IMG_4576.jpg,4032,3024
rebar,1218,1288,98,108,IMG_4576.jpg,4032,3024
rebar,1372,1316,104,79,IMG_4576.jpg,4032,3024
rebar,919,1464,110,116,IMG_4576.jpg,4032,3024
rebar,980,1373,115,103,IMG_4576.jpg,4032,3024
rebar,820,1438,93,110,IMG_4576.jpg,4032,3024
rebar,856,1334,127,90,IMG_4576.jpg,4032,3024
rebar,720,1336,129,91,IMG_4576.jpg,4032,3024
rebar,872,1212,89,100,IMG_4576.jpg,4032,3024
rebar,964,1226,94,107,IMG_4576.jpg,4032,3024
rebar,1091,1235,108,106,IMG_4576.jpg,4032,3024
rebar,726,1114,117,107,IMG_4576.jpg,4032,3024
rebar,743,970,107,128,IMG_4576.jpg,4032,3024
rebar,889,1117,100,97,IMG_4576.jpg,4032,3024
rebar,936,1036,112,107,IMG_4576.jpg,4032,3024
rebar,990,892,126,115,IMG_4576.jpg,4032,3024
rebar,1184,972,98,104,IMG_4576.jpg,4032,3024
rebar,1112,1058,103,117,IMG_4576.jpg,4032,3024
rebar,1022,1144,106,82,IMG_4576.jpg,4032,3024
rebar,1198,1170,104,101,IMG_4576.jpg,4032,3024
rebar,1284,1070,104,109,IMG_4576.jpg,4032,3024
rebar,1318,1176,102,105,IMG_4576.jpg,4032,3024
rebar,1243,740,119,109,IMG_4576.jpg,4032,3024
rebar,1288,862,119,103,IMG_4576.jpg,4032,3024
rebar,1341,1004,112,101,IMG_4576.jpg,4032,3024
rebar,1444,901,101,104,IMG_4576.jpg,4032,3024
rebar,1494,792,108,102,IMG_4576.jpg,4032,3024
rebar,1457,1226,103,104,IMG_4576.jpg,4032,3024
rebar,1401,1105,104,95,IMG_4576.jpg,4032,3024
rebar,1484,1010,112,114,IMG_4576.jpg,4032,3024
rebar,1572,907,93,113,IMG_4576.jpg,4032,3024
rebar,1694,830,126,116,IMG_4576.jpg,4032,3024
rebar,1653,960,121,118,IMG_4576.jpg,4032,3024
rebar,1611,1056,94,107,IMG_4576.jpg,4032,3024
rebar,1533,1133,108,88,IMG_4576.jpg,4032,3024
rebar,1696,1132,101,113,IMG_4576.jpg,4032,3024
rebar,1643,1225,99,90,IMG_4576.jpg,4032,3024
