label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
rebar,626,543,26,31,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,591,552,29,29,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,664,512,19,25,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,692,510,31,25,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,719,486,30,30,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,751,468,30,31,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,637,509,24,28,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,646,479,28,28,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,683,478,30,27,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,706,453,32,26,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,739,436,29,30,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,773,439,30,29,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,603,517,25,21,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,614,487,29,24,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,579,490,28,28,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,570,522,27,24,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,559,551,23,16,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,542,500,30,25,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,534,528,28,28,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,523,561,27,23,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,481,564,28,29,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,800,410,27,29,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,763,405,31,26,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,786,377,27,26,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,717,404,26,28,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,685,425,27,31,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,660,451,29,26,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,494,532,30,23,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,513,504,26,23,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,449,552,26,23,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,458,517,30,29,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,477,488,30,24,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,519,470,30,25,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,555,465,29,21,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,422,515,29,26,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,438,481,33,30,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,399,481,30,25,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,463,453,33,28,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
rebar,433,446,25,27,WhatsApp Image 2025-07-29 at 10.06.34 (1).jpeg,1280,960
